"","date","cpiu_g.x","pcw_g","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptb_g","gsrpt_gdp","gsrpri_gdp","gsrcp_gdp","gsrs_gdp","jgf_g","jgs_g","jc_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g.y","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","ptgh","ptgsh","ptgfh","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","gfrcf","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","pcw","gdppothq","gdppotq","recessq","fshare","gstfp_g","gstfpnet_g","gftfpnet_g","yfptmd_g","ysptmd_g","gfeg_g","gfsave","gssave","gfrptsave","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","yptxb","deficit","deficitb"
"85",1991-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6035.2,3873.6,5971.7,9269.4,64.866,65.12,58.563,50.404,0.49,0.07,0.43,112.9,83.7,24.3,622.5,20.9,580.8,444,115.3,1284.2,21.5,423,64.866,645.9535151473,638.2464848527,992.5,1394.5,459.6,59.7,91.5,412,481,115.6,121.2,384.3,23.8,11,141.5,881.6,132.933333333333,9645.1,6280.9,1,0.609874371,NA,NA,NA,NA,NA,NA,581.4,702.8,459.6,51.0464848527,32.6535151473,64.5535151473,90.4535151473,532.0464848527,NA,-104.1535151473,-39.6
"86",1991-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6126.9,3926.9,6021.2,9341.6,65.221,65.589,58.852,50.709,0.35,0.19,0.16,115.7,93.1,27.5,643.5,22.1,585.9,451.6,110.9,1296.6,20.8,429.7,65.219,650.3206960599,646.1793039401,996.6,1400.1,461.4,61.3,87.5,418.3,491.3,120.5,124.5,390.2,23.4,11.4,152.2,901.3,133.733333333333,9705.6,6365.8,-1,0.609874371,NA,NA,NA,NA,NA,NA,586.6,709.9,461.4,56.7793039401,36.3206960599,63.7206960599,95.4206960599,548.0793039401,NA,-113.1206960599,-49.4000000000001
"87",1991-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6205.9,3973.3,6051.2,9388.8,65.664,66.092,59.608,51.126,-0.23,0.27,-0.5,118.9,98.4,25.9,653.8,23.1,590.2,461.3,111.9,1306.3,20.5,435.6,65.661,653.2883618936,652.9116381064,983.4,1408.3,464.1,61.8,88.2,423.7,495.1,127,126.1,399.4,23.7,11.8,158.6,919.2,134.633333333333,9764.9,6453.8,-1,0.609874371,NA,NA,NA,NA,NA,NA,586.3,719.9,464.1,60.0116381064,38.3883618936,66.9883618936,98.5883618936,555.1116381064,NA,-110.5883618936,-43.6000000000001
"88",1991-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6264.5,4000,6048.2,9421.6,66.14,66.476,60.211,51.572,-0.61,0.33,-0.94,122.5,112.5,29.4,682.3,24.2,598.7,471.5,113.1,1308.8,20.3,440.6,66.136,641.6891332625,667.1108667375,958.8,1418.2,469.2,64.2,89.5,428.4,508.5,132.9,129.5,407.3,23.6,12.2,173.8,947,135.733333333333,9823.7,6530.4,-1,0.609874371,NA,NA,NA,NA,NA,NA,577.4,731.4,469.2,68.6108667375,43.8891332625,64.2891332625,105.1891332625,577.1108667375,NA,-98.8891332625001,-34.6000000000001
"89",1992-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6363.1,4100.4,6161.4,9534.3,66.555,66.743,60.299,51.94,0.77,0.61,0.15,127.2,108.3,39.7,710.5,25,588.9,476.4,125,1326.4,17.8,452.5,66.55,647.8257112291,678.5742887709,962.4,1436.5,461.3,63.6,99.8,439.9,540,136.2,127.6,412.8,25.2,12.6,170.5,959.3,136.533333333333,9882.5,6595.9,-1,0.634111623,NA,NA,NA,NA,NA,NA,580.3,746.1,461.3,68.6742887709,39.6257112291,67.5257112291,101.8257112291,608.6742887709,NA,-123.2257112291,-55.7
"90",1992-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6470.8,4155.7,6203.2,9637.7,66.998,67.141,60.519,52.56,-0.14,-0.06,-0.07,131,115.4,41.2,729.1,25.8,607.2,481.2,126.8,1334.8,17.4,458.1,66.992,646.7235187058,688.0764812942,959.9,1434.4,470.2,63.1,102,445.1,550.5,139,136.9,418.2,24.7,13,178.6,975.2,137.566666666667,9941.1,6674.5,-1,0.634111623,NA,NA,NA,NA,NA,NA,580.9,753.9,470.2,73.1764812942,42.2235187058,65.8235187058,105.4235187058,623.6764812942,NA,-116.8235187058,-51
"91",1992-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6566.6,4227,6269.7,9733,67.425,67.462,61.047,52.948,0.55,0.03,0.52,134.5,120.6,39.6,741.3,26.4,616.2,486,122.1,1354,16.2,461.2,67.419,662.7261382662,691.2738617338,973.4,1435,479.4,61.9,98.9,447.9,555.5,145,136.8,424.1,23.2,13.3,185.8,988.2,138.7,9999.9,6746.2,-1,0.634111623,NA,NA,NA,NA,NA,NA,594.2,759.8,479.4,76.4738617338,44.1261382662,68.5261382662,109.3261382662,631.9738617338,NA,-130.1261382662,-61.6000000000001
"92",1992-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6680.8,4307.2,6344.4,9834.5,67.895,67.937,61.43,53.309,0.01,-0.03,0.04,137.7,120.8,38,746,26.8,638.9,489.9,131.6,1362.8,15.7,456.5,67.889,668.2993159416,694.5006840584,974.1,1433.9,499,64.6,107.2,442.9,561.1,146.5,140,425.3,24.4,13.6,185,991.3,139.8,10059.4,6834,-1,0.634111623,NA,NA,NA,NA,NA,NA,598.4,764.4,499,76.6006840584,44.1993159416,69.8993159416,108.3993159416,637.7006840584,NA,-115.6993159416,-45.8
"93",1993-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6729.5,4349.5,6368.8,9851,68.299,68.341,61.584,53.62,-1.01,0.16,-1.17,143.4,124.4,35.1,766.5,28,617,489.7,136.4,1351.8,16.4,475.9,68.294,650.8642094164,700.9357905836,942.2,1438.9,480.3,62.2,111.5,462.1,577.6,148.8,136.7,427.5,24.8,13.8,188.9,1001.1,140.766666666667,10120.2,6916.3,-1,0.628905069,NA,NA,NA,NA,NA,NA,580.3,771.5,480.3,78.2357905836,46.1642094164,70.5642094164,110.6642094164,655.8357905836,NA,-112.3642094164,-41.8000000000002
"94",1993-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6808.9,4418.6,6426.7,9908.3,68.758,68.744,61.855,53.936,0.01,0.37,-0.36,144.7,124.8,35.5,771.7,28.3,643.5,497.6,148.7,1359.1,16,476.4,68.753,649.6126473888,709.3873526112,932.3,1450.6,505.3,64.8,121.9,462.4,582,151.4,138.3,432.8,26.8,14.1,189.7,1011.6,141.733333333333,10182.2,6999.6,-1,0.628905069,NA,NA,NA,NA,NA,NA,576.7,782.3,505.3,78.4873526112,46.3126473888,72.9126473888,111.2126473888,660.4873526112,NA,-77.2126473888,-4.29999999999995
"95",1993-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6882.1,4487.2,6498.2,9955.6,69.057,69.089,62.303,54.09,0.11,0.24,-0.13,147.5,135.2,35.5,786.3,28.7,659.2,504.9,140.7,1367.4,15.7,481,69.052,650.8720346712,716.5279653288,928.8,1458.2,515.6,65.4,115.5,466.8,585.7,157.2,143.6,439.5,25.2,14.2,200.6,1028.1,142.333333333333,10245,7078.2,-1,0.628905069,NA,NA,NA,NA,NA,NA,578.7,788.7,515.6,85.0279653288,50.1720346712,72.1720346712,115.5720346712,670.7279653288,NA,-73.2720346712001,-1.10000000000014
"96",1993-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7013.7,4552.7,6555.3,10091,69.455,69.495,62.861,54.362,0.29,0.23,0.07,151.6,136,33.2,791.3,29.2,675.3,520.3,171.9,1381.4,15.8,485.2,69.45,664.868910616,716.531089384,930.4,1465.3,529.5,73.1,141,470.8,589.6,165.5,145.8,447.2,30.8,14.4,201.7,1036.1,143.433333333333,10308.7,7164,-1,0.628905069,NA,NA,NA,NA,NA,NA,584.9,796.5,529.5,85.531089384,50.468910616,79.968910616,116.168910616,675.131089384,NA,-40.0689106159998,39.9000000000001
"97",1994-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7115.7,4621.2,6630.3,10189,69.704,69.851,63.15,54.807,-0.97,0.19,-1.16,156.9,136.6,28,805.3,30.1,673.7,531.5,149.5,1373.4,18.6,500.4,69.699,647.0298362342,726.2701637658,897.9,1471.3,526.7,75.5,122.4,485.8,601.8,162.4,146.9,456,27.1,14.6,203.6,1046.6,144.033333333333,10373.3,7245.9,-1,0.603002663,NA,NA,NA,NA,NA,NA,567,806.3,526.7,82.3701637658,54.2298362342,80.0298362342,121.2298362342,684.1701637658,NA,-38.4298362341999,41.6000000000001
"98",1994-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7246.9,4683.2,6681.8,10327,70.093,70.184,63.679,55.111,0.4,0.52,-0.13,162.2,137.1,24.4,810.1,30.7,697.8,544.4,158,1389.4,19.5,507.6,70.088,651.6283349027,737.7716650973,894.1,1488.1,555.9,78.6,129.3,493,606.2,164.9,141.9,465.8,28.7,14.6,203.9,1060.5,144.866666666667,10438.3,7326,-1,0.603002663,NA,NA,NA,NA,NA,NA,569.4,820,555.9,82.6716650973,54.4283349027,82.2283349027,121.2283349027,688.8716650973,NA,-1.02833490270018,81.2
"99",1994-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7331.1,4752.8,6732.8,10387.4,70.596,70.558,64.045,55.593,1.3,0.53,0.76,167.1,136.2,22.1,813.6,31.2,695.4,550.5,173.8,1423.4,20.9,513.6,70.591,671.6710372994,751.7289627006,915.8,1505.6,544.2,80.5,142.4,499,610,167.3,151.2,470,31.4,14.5,203.7,1077.4,146.4,10504.1,7411.5,-1,0.603002663,NA,NA,NA,NA,NA,NA,586.5,836.9,544.2,82.1289627006,54.0710372994,85.1710372994,121.5710372994,692.1289627006,NA,-15.5710372994001,69.5999999999999
"100",1994-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7455.3,4826.7,6805.6,10506.4,70.927,70.952,64.571,56.065,-0.66,0.17,-0.83,171.6,147.8,21.3,833.8,31.6,705.4,554.6,183.6,1422.9,22.9,521.1,70.923,659.4762064086,763.4237935914,891.7,1511.1,553.4,81.4,150.9,506.8,618.1,172.8,152,473.3,32.7,14.4,215.7,1100.7,147.266666666667,10570.7,7500.1,-1,0.603002663,NA,NA,NA,NA,NA,NA,575.8,847.1,553.4,89.1237935914,58.6762064086,83.6762064086,126.5762064086,707.2237935914,NA,14.9237935914,98.5999999999999
"101",1995-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7522.3,4862.4,6822.5,10543.6,71.274,71.356,65.115,56.378,0.28,0.36,-0.08,175.7,152.5,20.9,857.9,31.9,724.6,555.3,187.8,1437.6,22.8,528.2,71.27,664.2234602875,773.3765397125,889.2,1522.9,567.7,76.6,155.3,514.2,637.6,175.6,156.9,478.8,32.5,14,220.4,1118.5,148.333333333333,10637.9,7590.8,-1,0.593288785,NA,NA,NA,NA,NA,NA,579.1,858.5,567.7,90.4765397125,62.0234602875,85.1234602875,129.9234602875,728.0765397125,NA,11.9765397125002,97.1000000000001
"102",1995-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7581,4933.6,6882.3,10575.1,71.689,71.706,65.549,56.806,0.26,0.36,-0.1,179.6,152.5,21.6,865.6,32.3,746.8,553.6,184.4,1452.9,23.8,532.7,71.685,665.3234602875,787.5765397125,886.2,1534.9,594.4,75.7,153.1,519,644.9,174.8,152.4,477.9,31.3,13.7,220.7,1132.8,149.5,10704.5,7675.8,-1,0.593288785,NA,NA,NA,NA,NA,NA,581,871.9,594.4,90.4765397125,62.0234602875,84.3234602875,130.2234602875,735.3765397125,NA,31.9765397125,116.3
"103",1995-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7683.1,4998.7,6944.7,10665.1,71.981,72.027,65.888,57.04,-0.19,0.05,-0.24,183.2,152.7,22,870.7,32.9,752.2,558.9,191,1455.7,23.6,538.1,71.978,664.5048025305,791.0951974695,879.1,1536.4,591.5,75.4,159.1,524.6,650,175.8,160.7,483.5,31.9,13.5,220.7,1136.8,150.166666666667,10772.9,7759.4,-1,0.593288785,NA,NA,NA,NA,NA,NA,579.3,876.3,591.5,90.5951974695,62.1048025305,85.2048025305,130.1048025305,740.5951974695,NA,36.0951974694999,121.3
"104",1995-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7772.6,5055.7,6993.1,10737.5,72.298,72.367,66.798,57.258,-0.78,0.24,-1.02,186.5,140.7,22.5,864.6,33.5,770,563.8,187.1,1451.6,23.3,543.1,72.294,655.5242679505,796.0757320495,849.1,1544.4,607.6,74.5,156.2,529.9,655.8,171.7,162.4,489.3,30.9,13.2,208.8,1131.2,151,10843.8,7847.3,-1,0.593288785,NA,NA,NA,NA,NA,NA,567.3,884.3,607.6,83.4757320495,57.2242679505,88.2242679505,125.3242679505,739.2757320495,NA,56.8757320494999,145.1
"105",1996-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7868.5,5130.6,7057.6,10817.9,72.7,72.7,66.955,57.83,0.51,-0.08,0.59,189.6,151.3,23,893.2,34,801.7,570.4,194.3,1471.3,19.9,545.9,72.696,666.3218393442,804.9781606558,865.9,1541.6,636.4,72.6,162.4,532.9,675,177.1,165.3,497.8,31.9,13,218.2,1145.1,152.4,10918.4,7937.7,-1,0.598665966,NA,NA,NA,NA,NA,NA,579.8,891.5,636.4,90.5781606558,60.7218393442,86.5218393442,127.6218393442,765.5781606558,NA,62.9781606558001,149.5
"106",1996-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8032.8,5220.5,7133.6,10998.3,73.187,72.997,66.596,57.909,0.96,0.66,0.3,192.9,165.8,22.7,912.9,34.6,839.6,577.7,205.5,1487.7,20,554.4,73.182,668.3411828372,819.2588171628,874.1,1563.8,673.6,71.2,171.9,541.7,680.7,185.5,165.9,506.5,33.5,12.7,232.2,1171.4,153.733333333333,10997.1,8027.5,-1,0.598665966,NA,NA,NA,NA,NA,NA,582.1,905.5,673.6,99.2588171628,66.5411828372,86.2411828372,132.9411828372,779.9588171628,NA,109.3588171628,195.6
"107",1996-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8131.4,5274.5,7176.8,11097,73.499,73.352,66.983,58.275,0.01,0.38,-0.38,196.5,158.8,21.6,908.5,35.2,843.5,581.8,205.9,1496.7,20.1,561.8,73.494,665.6318445992,831.1681554008,862.5,1577.1,674.2,71.7,172.6,549.5,683.7,182.9,169.3,510.1,33.3,12.3,224.8,1176,154.566666666667,11080.3,8127.6,-1,0.598665966,NA,NA,NA,NA,NA,NA,577.8,919,674.2,95.0681554008,63.7318445992,87.8318445992,129.7318445992,778.7681554008,NA,118.6681554008,206.5
"108",1996-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8259.8,5352.8,7233.9,11212.2,73.999,73.662,67.212,58.693,0.52,0.65,-0.13,200.4,156.9,21.7,910.7,35.8,863.5,593.2,208.6,1515.7,20.3,569.4,73.995,663.2693099346,852.4306900654,858.3,1599.6,689.4,75.9,175.3,557.5,688.9,180.3,174.1,517.3,33.4,11.9,221.7,1192,155.866666666667,11168.6,8227,-1,0.598665966,NA,NA,NA,NA,NA,NA,576.9,938.8,689.4,93.9306900654,62.9693099346,86.3693099346,127.7693099346,782.8306900654,NA,145.9306900654,232.3
"109",1997-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8362.7,5433.1,7310.2,11284.6,74.326,73.992,67.442,59.082,-0.38,0.01,-0.39,204.4,161.4,21,930.5,37.2,902.1,595.7,210,1516,20,577.3,74.323,660.0207281546,855.9792718454,846.2,1600.1,724.3,72,176.9,566,704.5,184.6,177.8,523.8,33.1,11.3,226,1202.5,156.8,11264.1,8334.6,-1,0.590330061,NA,NA,NA,NA,NA,NA,570.7,945.3,724.3,95.2792718454,66.1207281546,89.3207281546,130.7207281546,799.7792718454,NA,174.6792718454,264
"110",1997-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8518.8,5471.3,7343.1,11472.1,74.512,74.361,67.885,59.273,0.96,0.34,0.62,207.1,159.4,20.4,931.3,38,916.2,610.4,214,1542.5,20.5,584.9,74.509,677.3013882766,865.2986117234,865,1611.9,739.3,79.7,180.5,574,707.5,184.2,176.9,530.7,33.6,10.9,223.7,1209,157.1,11366.4,8452.2,-1,0.590330061,NA,NA,NA,NA,NA,NA,587.2,955.4,739.3,94.0986117234,65.3013882766,90.1013882766,129.6013882766,801.5986117234,NA,188.6986117234,278.8
"111",1997-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8662.8,5579.2,7468.2,11615.6,74.709,74.581,68.042,59.531,0.34,0.46,-0.11,208.3,163.7,19.6,937.2,38.6,941.1,616.6,226,1555.2,20.9,593.6,74.706,676.8629690143,878.3370309857,861.3,1628.1,757,79.9,190.5,582.9,709.2,187.5,184.1,536.6,35.5,10.6,228,1225.5,157.8,11473.8,8557.3,-1,0.590330061,NA,NA,NA,NA,NA,NA,586,969.2,757,96.6370309857,67.0629690143,90.8629690143,131.3629690143,805.8370309857,NA,224.2370309857,315.1
"112",1997-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8765.9,5663.6,7557.4,11715.4,74.943,74.848,68.519,59.997,0.37,0.41,-0.04,207.9,168,19.4,942.7,39,967.8,623.8,215.9,1574.8,21.3,605.3,74.941,686.324549752,888.475450248,859.9,1642.8,778.6,79.7,181.5,594.8,710.2,196.3,189.2,544,34.4,10.5,232.4,1243.5,158.533333333333,11585.7,8671.7,-1,0.590330061,NA,NA,NA,NA,NA,NA,589.2,985.6,778.6,99.175450248,68.824549752,97.124549752,133.224549752,809.375450248,NA,238.075450248,335.2
"113",1998-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8866.5,5721.3,7633.9,11832.5,74.949,74.924,68.232,60.077,-0.25,0.41,-0.66,206.4,167.2,19.4,951.8,39.1,996.1,629.1,213.5,1568,26.4,613.3,74.947,671.8666563768,896.2333436232,838.5,1657.8,800.6,79.5,178.8,602.8,719.7,197.3,195.6,549.6,34.7,10.5,232.1,1250.5,158.733333333333,11701.6,8767.3,-1,0.583931481,NA,NA,NA,NA,NA,NA,572.2,995.9,800.6,97.6333436232,69.5666563768,99.6666563768,134.4666563768,817.3333436232,NA,270.1333436232,369.8
"114",1998-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8969.7,5832.6,7768.3,11942,75.084,75.119,68.671,60.344,1.25,0.74,0.51,205.3,170,19.3,956,39.3,1022.4,635.5,209.9,1603.7,26.6,622.8,75.081,684.83164823,918.86835177,854.9,1684.9,820.9,80.1,175.4,612.3,720.7,197,201.4,555.4,34.5,10.5,235.3,1272.2,159.2,11821.3,8880,-1,0.583931481,NA,NA,NA,NA,NA,NA,587.1,1016.6,820.9,99.26835177,70.73164823,97.73164823,136.03164823,819.96835177,NA,283.16835177,380.9
"115",1998-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9121.1,5926.8,7869.6,12091.6,75.317,75.41,69.119,60.796,0.56,0.65,-0.09,205,168.1,20.3,957.4,40,1043.2,643,215.8,1627.3,26.8,632.6,75.313,692.2411180439,934.9588819561,851.6,1708.6,841.6,81.5,180.1,622.2,723.5,201.8,201.6,561.6,35.7,10.3,233.9,1290.9,159.966666666667,11944.1,9007,-1,0.583931481,NA,NA,NA,NA,NA,NA,588.6,1038.6,841.6,98.1588819561,69.9411180439,103.6411180439,135.7411180439,821.6588819561,NA,309.6588819561,413.3
"116",1998-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9294,6028.2,7983.3,12287,75.515,75.613,69.341,61.305,0.45,0.27,0.18,205.5,175.4,19.8,966.4,41.1,1068,650.3,211.3,1647.5,26.6,642.4,75.51,698.7784182326,948.6215817674,857,1718.3,861.7,81.7,176.4,632.2,724.7,207,206.3,568.6,34.8,10.1,241.7,1312.2,160.766666666667,12069.5,9126.1,-1,0.583931481,NA,NA,NA,NA,NA,NA,594.2,1053.2,861.7,102.4215817674,72.9784182326,104.5784182326,139.2784182326,827.1215817674,NA,328.5215817674,433.1
"117",1999-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9417.3,6102.5,8060.8,12403.3,75.713,75.859,69.546,61.827,0.5,0.51,-0.01,206.6,181.1,20.8,983.4,42.3,1077.9,657.5,222.3,1669.4,24,653.3,75.707,704.242310815,965.157689185,856.3,1737.3,869.8,81.3,186,643.5,735.5,214.7,208.2,576.2,36.3,9.9,247.8,1338.9,161.366666666667,12195.9,9251.7,-1,0.58507835,NA,NA,NA,NA,NA,NA,595.5,1073.9,869.8,105.957689185,75.142310815,108.742310815,141.842310815,841.457689185,NA,340.857689185,449.6
"118",1999-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9524.2,6225.3,8178.3,12498.7,76.127,76.19,70.128,62.66,0.28,0.3,-0.02,207.9,179.1,20.9,985,43.5,1095.2,667.1,219.9,1695.2,24.6,659,76.12,706.812467515,988.387532485,855.4,1748.4,885.8,81.6,184.4,649.3,738.6,211.8,209.4,585.4,35.5,9.7,246.4,1357.4,162.533333333333,12326,9391.2,-1,0.58507835,NA,NA,NA,NA,NA,NA,599.8,1095.4,885.8,104.787532485,74.312467515,107.012467515,141.612467515,843.387532485,NA,355.687532485,462.7
