"","date","cpiu_g.x","pcw_g","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","gfcexp_g","gfsubs_g","gfintpmt_g","yptmr_g","yptmd_g","gfrptb_g","gsrpt_gdp","gsrpri_gdp","gsrcp_gdp","gsrs_gdp","jgf_g","jgs_g","jc_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g.y","gfb_g","gfhb_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","ptgh","ptgsh","ptgfh","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","gfrcf","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","pcw","gdppothq","gdppotq","recessq","gfb","fshare","gstfp_g","gstfpnet_g","gftfpnet_g","yfptmd_g","ysptmd_g","gfeg_g","gfsave","gssave","gfrptsave","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","yptxb","deficit","deficitb"
"32",1977-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2164.3,1324.8,4052,6309.7,32.702,34.225,32.716,23.992,-0.23,0.06,-0.28,23.3,16.5,11.8,194.3,3.6,208.5,164.3,70.1,446.7,6,117.5,32.695,254.2502519495,192.5497480505,630.7,1002.4,171.2,23.2,58.1,114.4,156.6,57.3,37.3,141.1,12,3,37.7,287.5,62.2666666666667,6350.8,2173.5,-1,206.3,0.566651397,NA,NA,NA,NA,NA,NA,206.3,240.5,171.2,9.3497480505,7.1502519495,47.9502519495,28.3502519495,165.9497480505,NA,-43.9502519495001,4
"33",1978-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202.8,1354.1,4074.8,6329.8,33.238,34.786,33.09,24.331,-0.03,-0.03,-0.01,24.2,17.5,10.8,197.7,3.7,212,166.9,65,452.6,6.3,124.7,33.23,260.4832776825,192.1167223175,631.1,1002.2,173.4,24,54.4,121.6,158.5,61.5,38.6,143,10.5,3.2,39.2,292.5,63.3666666666667,6404.9,2228,-1,208.8,0.560955561,NA,NA,NA,NA,NA,NA,208.8,243.8,173.4,9.8167223175,7.6832776825,51.6832776825,29.3832776825,168.3167223175,NA,-45.5832776825,6.09999999999997
"34",1978-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331.6,1411.4,4161.9,6574.4,33.921,35.48,33.74,24.737,2.13,1.36,0.77,25,18.6,9.4,199,3.8,223.1,173.1,78.6,472.3,6.6,129.9,33.912,270.6662265654,201.6337734346,643.3,1032.3,182.9,25.4,66.2,126.5,158,64.1,40.1,147.7,12.4,3.3,41,306,64.7666666666667,6462.4,2292.8,-1,217,0.560955561,NA,NA,NA,NA,NA,NA,217,255.3,182.9,10.4337734346,8.1662265654,53.6662265654,30.5662265654,168.4337734346,NA,-27.6662265654,26
"35",1978-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395.1,1442.2,4179.4,6640.5,34.517,36.106,34.304,25.114,0.73,0.5,0.23,26,18.9,9,207.1,3.9,236.3,169.7,79.1,484.2,7.2,134.2,34.508,274.8979398971,209.4020601029,647.5,1044.2,195.4,25.5,66.7,130.8,165.9,63.4,40.9,144.2,12.5,3.5,41.3,313.5,66.2333333333333,6520.2,2354.2,-1,222.1,0.560955561,NA,NA,NA,NA,NA,NA,222.1,262.2,195.4,10.6020601029,8.2979398971,52.7979398971,30.6979398971,176.5020601029,NA,-22.3979398971,30.4
"36",1978-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2476.9,1481.4,4213.1,6729.8,35.169,36.819,34.896,25.474,0.73,0.42,0.31,27,19.5,8.5,209.9,4,247.2,173.9,83.3,496.2,7.9,139.6,35.161,281.7613665605,214.4386334395,653,1054.1,205.1,26.3,70.3,136,168.3,64.9,42.1,147.6,13.1,3.6,41.7,320.5,67.8333333333333,6577.8,2421.9,-1,227.8,0.560955561,NA,NA,NA,NA,NA,NA,227.8,268.4,205.1,10.9386334395,8.5613665605,53.9613665605,30.7613665605,179.2386334395,NA,-12.3613665605,41.6
"37",1979-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2526.6,1517.1,4234.9,6741.9,35.831,37.507,35.539,26.08,-0.79,-0.73,-0.05,28,20,9.4,214.9,4.1,253.6,176.4,80.3,501.8,8.2,146.9,35.825,282.42170876,219.37829124,652,1036.2,211.6,25.9,66.6,143.1,172.5,62.1,42,150.6,13.7,3.8,42.4,323.2,69.5666666666667,6634.2,2488.3,-1,231.7,0.568914562,NA,NA,NA,NA,NA,NA,231.7,270.1,211.6,11.37829124,8.62170876,50.72170876,31.02170876,183.87829124,NA,-7.72170875999996,43.0000000000001
"38",1979-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2591.2,1557.6,4232.2,6749.1,36.81,38.413,36.076,26.676,0.77,0.4,0.37,29.2,20.8,9.2,219.2,4.3,262,178.5,80.3,516.5,8.8,151.2,36.805,288.3665771104,228.1334228896,658.6,1046,219.9,25.9,66.5,147.4,175.7,62.6,42.1,152.6,13.8,3.9,43.5,333.2,71.9,6688.1,2569.1,-1,237.6,0.568914562,NA,NA,NA,NA,NA,NA,237.6,278.9,219.9,11.8334228896,8.9665771104,50.7665771104,31.6665771104,187.5334228896,NA,-4.36657711039993,46.4000000000001
"39",1979-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2667.6,1611.9,4273.3,6799.2,37.724,39.215,36.918,27.581,0.24,0.15,0.09,30.5,21.1,9.6,234.6,4.4,274.8,180.9,78.9,533.1,9.5,156.3,37.719,296.8959027418,236.2040972582,660.2,1049.6,229.4,25.3,65.3,152.4,190.1,65.2,45.4,155.6,13.6,3.9,44.5,344.8,74.2333333333333,6739.5,2642.9,-1,243.7,0.568914562,NA,NA,NA,NA,NA,NA,243.7,289.4,229.4,12.0040972582,9.0959027418,53.1959027418,32.4959027418,202.1040972582,NA,-14.5959027418,38.6
"40",1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2723.9,1655,4284,6816.2,38.637,39.93,37.731,28.119,0.52,0.48,0.04,32,22.4,10.6,240.7,4.5,285.2,184.6,75.3,547.8,10.6,160.3,38.633,302.4563138112,245.2436861888,660.9,1061.4,238.6,25.6,62.1,156.3,193.8,65.9,46.6,159,13.2,4,46.9,356.1,76.5,6787.9,2710.4,-1,249.3,0.568914562,NA,NA,NA,NA,NA,NA,249.3,298.4,238.6,12.7436861888,9.6563138112,53.1563138112,34.1563138112,206.5436861888,NA,-13.6563138112,39.5
"41",1980-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2789.8,1702.3,4277.9,6837.6,39.797,40.804,38.477,28.851,1.18,0.19,0.99,33.6,23.4,12,251.2,4.6,284.8,189.5,83.1,568.8,11.6,162.9,39.793,314.747165036,254.052834964,678.5,1066.3,238.3,27.6,67,159.3,202.1,66.7,46.6,161.9,16.1,3.6,49.1,367.6,79.5,6830.7,2787.2,1,261.1,0.55781346,NA,NA,NA,NA,NA,NA,261.1,307.7,238.3,13.052834964,10.347165036,53.647165036,36.047165036,215.152834964,NA,-24.6471650359999,29
"42",1980-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2797.4,1704.7,4181.5,6696.8,40.771,41.771,39.964,29.644,0.18,-0.59,0.77,35.3,22.2,15.7,256.2,4.8,292.2,196.9,62.6,588.5,12.3,163.9,40.768,332.316541188,256.183458812,691.9,1052.2,244.2,33.6,49.8,161,207.3,68.2,48,163.3,12.8,2.9,49,371.7,82.2,6866.6,2868.3,1,276.5,0.55781346,NA,NA,NA,NA,NA,NA,276.5,312,244.2,12.383458812,9.816541188,55.816541188,36.616541188,219.683458812,NA,-51.0165411879999,4.80000000000001
"43",1980-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2856.5,1763.8,4227.4,6688.8,41.724,42.703,40.369,30.499,-1.15,-0.7,-0.45,37,24.2,19,287.9,5,302.2,204.3,69.9,592.2,11,168,41.723,333.300914268,258.899085732,684,1035.9,252.8,36.1,56,164.2,235.4,70.7,49.4,168.2,14,3.8,52.4,379.1,83.7333333333333,6900.9,2946.9,1,276.1,0.55781346,NA,NA,NA,NA,NA,NA,276.1,316.1,252.8,13.499085732,10.700914268,57.200914268,38.900914268,248.899085732,NA,-59.600914268,-2.39999999999998
"44",1980-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2985.6,1831.9,4284.5,6813.5,42.757,43.835,41.584,31.329,0,-0.21,0.22,38.8,25.6,17.8,290.7,5.3,318.9,210.6,76.8,608.9,11.9,174,42.756,344.619975424,264.280024576,687.4,1030.8,267.2,37.3,61.7,170.1,236.4,73.1,51.6,173.3,15.1,4,54.3,388.1,86.1666666666667,6935.3,3040.1,-1,285.8,0.55781346,NA,NA,NA,NA,NA,NA,285.8,323.1,267.2,14.280024576,11.319975424,58.819975424,40.019975424,250.680024576,NA,-44.719975424,14.0999999999999
"45",1981-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3124.2,1885.7,4298.8,6947,43.866,44.997,42.415,32.347,1.11,0.35,0.76,40.7,26.5,16.4,296.1,5.6,330.9,230.8,75.4,633.4,13,191,43.866,353.921137037,279.378862963,700.9,1038.9,278.4,50.7,58.5,187.3,240.5,71.5,52.5,180.2,16.8,3.7,55.6,402.6,88.4666666666667,6971.9,3137.1,-1,297.2,0.557692942,NA,NA,NA,NA,NA,NA,297.2,336.1,278.4,14.778862963,11.721137037,56.721137037,40.821137037,255.278862963,NA,-19.521137037,37.1999999999999
"46",1981-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3162.5,1917.5,4299.2,6895.6,44.601,45.842,43.402,33.044,0.16,-0.82,0.98,42.6,28.1,15.5,299,5.9,342.7,235.5,65.9,648.7,13.6,194.8,44.602,367.6288283298,281.0711716702,718.9,1019,289,51.8,50.7,190.9,241.6,71.4,53.7,183.7,15.2,3.8,57.4,405.3,90.2333333333333,7014.5,3215.6,-1,311.9,0.557692942,NA,NA,NA,NA,NA,NA,311.9,336.8,289,15.6711716702,12.4288283298,55.7288283298,41.7288283298,257.2711716702,NA,-26.8288283298,28.9
"47",1981-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260.6,1958.1,4319,6978.1,45.336,46.733,44.354,33.492,-0.26,-0.12,-0.14,44.4,28.3,15,317,6.1,356.9,237.5,68.4,657.8,14.5,199.5,45.336,370.4172897414,287.2827102586,715.9,1016.1,301.4,49.1,52.7,195.6,259.3,68.8,55.5,188.3,15.7,3.9,57.7,409.8,92.7333333333333,7060.4,3299.5,1,317.4,0.557692942,NA,NA,NA,NA,NA,NA,317.4,340.3,301.4,15.7827102586,12.5172897414,53.0172897414,41.9172897414,275.0827102586,NA,-30.9172897414001,22.0999999999999
"48",1981-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280.8,1974.4,4289.5,6902.1,46.031,47.505,45.203,34.022,1.05,0.33,0.72,46.3,28,16.6,319.2,6.3,352.7,238.8,58.9,677.7,15,202.2,46.03,379.684597624,298.015402376,728.8,1024,295.9,48.1,44.8,198.2,261.5,66,56.8,190.7,14.1,4,57.7,418.5,94.1666666666667,7109.9,3377.6,1,329.3,0.557692942,NA,NA,NA,NA,NA,NA,329.3,348.4,295.9,15.615402376,12.384597624,50.384597624,42.084597624,277.115402376,NA,-54.1845976239999,-3.79999999999995
"49",1982-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3274.3,2014.2,4321.1,6794.9,46.616,48.186,45.925,34.594,-0.05,-0.11,0.07,48.2,28.8,19.1,324.3,6.7,352.5,237.4,47.6,688.1,15.1,207.2,46.612,384.6468182816,303.4531817184,729.3,1021.2,295.2,43.5,33.5,203.2,265.2,65.8,57.3,193.9,14.1,4,59,425.5,94.9666666666667,7166.8,3453.4,1,334.9,0.557402143,NA,NA,NA,NA,NA,NA,334.9,353.2,295.2,16.0531817184,12.7468182816,49.7468182816,42.9468182816,281.2531817184,NA,-74.4468182816,-24.6999999999999
"50",1982-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332,2039.6,4334.3,6825.9,47.064,48.826,46.835,35.15,0.34,0.15,0.19,50.1,30.2,23.9,333.2,6.9,359.7,238.3,49,703.1,15.7,209.2,47.059,393.3664552814,309.7335447186,732.3,1024.8,301.7,40,34.7,205.2,272.2,67.3,58.1,198.3,14.3,4,61,435.4,96.2333333333333,7225.7,3528,1,342.9,0.557402143,NA,NA,NA,NA,NA,NA,342.9,360.2,301.7,16.8335447186,13.3664552814,50.4664552814,44.1664552814,289.0335447186,NA,-83.9664552814,-33.5
"51",1982-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3366.3,2085.7,4363.3,6799.8,47.808,49.504,47.228,35.703,0.68,0,0.68,51.8,30.8,26.1,349.7,7.2,350.1,241.8,49.8,717.3,15.4,211.5,47.8,399.9320139956,317.3679860044,744.3,1024.8,289.7,40.1,35.4,207.5,287.5,65.6,60.4,201.7,14.4,4.1,62.1,443.4,98,7286.5,3607.1,1,351.5,0.557402143,NA,NA,NA,NA,NA,NA,351.5,365.8,289.7,17.1679860044,13.6320139956,48.4320139956,44.9320139956,304.6679860044,NA,-114.7320139956,-66.3
"52",1982-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3402.6,2145.6,4439.7,6802.5,48.335,50.005,47.785,36.156,1.3,0.32,0.98,53.6,30.8,31.8,365.2,7.5,356.6,246.3,45.1,737.4,14.6,212.4,48.326,413.2320139956,324.1679860044,761.9,1032.5,295.8,40.3,31.7,208.3,302.6,66.3,60.8,206,13.3,4.1,62.6,452.9,98.3333333333333,7348.2,3674.5,1,364.1,0.557402143,NA,NA,NA,NA,NA,NA,364.1,373.3,295.8,17.1679860044,13.6320139956,49.1320139956,45.4320139956,319.7679860044,NA,-139.7320139956,-90.6
"53",1983-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473.4,2184.6,4483.6,6892.1,48.735,50.404,47.875,36.416,0.81,0.15,0.67,55.2,33.2,30.3,368,7.7,350.9,250.7,47.1,747.9,13.9,220.2,48.724,419.26047183,328.63952817,773.9,1036.3,289.5,41.1,34.3,216.1,302.2,67.2,61.3,209.6,12.8,4,65.8,461.9,98.3,7407.2,3733.5,-1,370.5,0.555407475,NA,NA,NA,NA,NA,NA,370.5,377.4,289.5,18.43952817,14.76047183,48.76047183,47.36047183,320.63952817,NA,-140.46047183,-91.7
"54",1983-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3578.8,2249.4,4574.9,7049,49.18,50.778,48.245,36.815,0.73,-0.08,0.81,56.9,33.4,32.1,373.7,8,359.6,261.2,61.9,761.1,13.9,224.2,49.169,430.949390335,330.050609665,788.3,1034.2,295.3,45.3,46.3,220.2,307.4,69.2,64.3,216,15.7,4.1,66.3,467.5,99.4333333333333,7466.1,3791.1,-1,380.3,0.555407475,NA,NA,NA,NA,NA,NA,380.3,380.7,295.3,18.550609665,14.849390335,50.649390335,47.749390335,325.950609665,NA,-131.249390335,-80.6
"55",1983-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3689.2,2319.9,4657,7189.9,49.827,51.318,48.78,37.171,1.49,0.38,1.12,58.7,34,23.3,368.5,8.3,345.4,267.5,70.7,782.2,14.3,228.9,49.815,443.91614585,338.28385415,808.7,1043.2,277.3,45.5,53.3,224.8,301.3,68.4,68.1,222,17.4,4.1,67.2,476.7,100.4,7525.9,3862.1,-1,394.4,0.555407475,NA,NA,NA,NA,NA,NA,394.4,387.8,277.3,18.88385415,15.11614585,49.51614585,48.31614585,320.18385415,NA,-144.31614585,-94.8
"56",1983-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3794.7,2372.5,4731.2,7339.9,50.156,51.702,49.098,37.454,-1.3,0.04,-1.34,60.4,34.9,20,371.8,8.5,355.7,273.7,72.4,775.1,14.8,235.5,50.146,431.8162791225,343.2837208775,782.5,1043.9,284.9,45.8,54.6,231.2,303.5,67,70.7,228,17.7,4.3,68.3,482.1,101.166666666667,7587.1,3922.7,-1,384.2,0.555407475,NA,NA,NA,NA,NA,NA,384.2,390.9,284.9,19.3837208775,15.5162791225,47.6162791225,48.9162791225,322.8837208775,NA,-118.8162791225,-71.2
"57",1984-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3908.1,2418.2,4770.5,7483.4,50.698,52.212,49.735,37.997,0.92,0.54,0.38,62.5,35.7,17.3,376.3,8.8,361.2,281.6,84.9,794,15.4,250.8,50.69,444.0016451735,349.9983548265,789.2,1057.1,287.9,47,64.8,246.3,306.4,71.3,73.3,234.7,20.1,4.5,69.9,495.1,101.933333333333,7651,3994.7,-1,392.4,0.551774645,NA,NA,NA,NA,NA,NA,392.4,401.6,287.9,19.6983548265,16.0016451735,51.6016451735,50.2016451735,326.0983548265,NA,-104.4016451735,-52.8
"58",1984-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4009.6,2475.9,4837.3,7612.7,51.189,52.681,50.23,38.359,1.82,0.56,1.26,64.1,36.2,15.7,379,9.1,370.4,287.7,83.7,819.1,15.7,256.8,51.183,461.425757851,357.674242149,813.1,1071.2,294.6,47.5,63.8,252.1,308.4,73.1,75.8,240.3,19.9,4.7,70.6,505.9,102.466666666667,7718,4065.9,-1,408.3,0.551774645,NA,NA,NA,NA,NA,NA,408.3,410.8,294.6,19.974242149,16.225757851,53.125757851,50.625757851,328.374242149,NA,-111.825757851,-58.7
"59",1984-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4084.3,2513.5,4873.2,7686.1,51.584,53.157,50.977,38.717,0.69,0.71,-0.02,65.6,36.8,15.1,380.4,9.3,384.1,292.2,71.3,835.7,16.3,261.8,51.579,464.394693064,371.305306936,812.3,1089.5,307.3,47.4,53.8,257.1,309.1,70.7,76.8,244.7,17.5,4.8,71.3,518.3,103.933333333333,7786.9,4139.3,-1,414,0.551774645,NA,NA,NA,NA,NA,NA,414,421.7,307.3,20.305306936,16.494693064,50.394693064,50.994693064,329.405306936,NA,-107.894693064,-57.5
"60",1984-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4148.6,2561.8,4936.3,7749.2,51.902,53.528,51.605,39.101,1.74,0.42,1.32,66.9,37.6,15.9,387.9,9.5,395.9,297.5,72.1,862.8,16.7,265.8,51.897,486.053273348,376.646726652,838.4,1100.5,317.7,47.3,54.3,261.1,315.1,74.3,78.2,250.2,17.7,4.8,72.8,529.3,104.8,7857.7,4206.1,-1,432.5,0.551774645,NA,NA,NA,NA,NA,NA,432.5,430.2,317.7,20.746726652,16.853273348,53.553273348,52.053273348,335.846726652,NA,-120.753273348,-67.1999999999999
"61",1985-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4230.2,2636,5020.2,7824.2,52.514,54.076,51.399,39.562,0.92,0.52,0.39,67.9,38.4,16.9,398.1,9.9,432.3,301,77.7,875.6,18.2,275.7,52.508,488.406224192,387.193775808,846,1114.4,353,46.4,57.7,271,323.2,74.8,79.3,254.7,20,4.7,74.9,542.7,105.666666666667,7930.7,4288.6,-1,434.8,0.551921245,NA,NA,NA,NA,NA,NA,434.8,440.8,353,21.193775808,17.206224192,53.606224192,53.706224192,344.393775808,NA,-83.5062241920001,-29.9000000000001
"62",1985-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4294.9,2681.8,5066.3,7893.1,52.94,54.396,51.52,39.952,1.85,0.76,1.09,69.1,39.2,16,400.5,10.2,388.5,305.7,76,900.5,18.2,279.8,52.934,500.964687196,399.535312804,868.3,1134.6,307.6,45.7,56.3,275,324.2,75.3,80.9,260,19.6,4.8,76.3,557.7,106.633333333333,8005,4354.4,-1,447.3,0.551921245,NA,NA,NA,NA,NA,NA,447.3,453.2,307.6,21.635312804,17.564687196,53.664687196,54.664687196,345.835312804,NA,-140.564687196,-86.9
"63",1985-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4386.8,2754.1,5162.5,8013.7,53.355,54.757,51.795,40.283,1.93,0.68,1.26,70.3,40.1,15,405.6,10.6,421.5,311.9,81.7,927.4,17.5,284.6,53.349,517.3679580755,410.0320419245,894.2,1152.7,340,46.8,60.8,279.7,327.5,76.4,81.5,265.1,20.9,4.9,78.1,571.6,107.133333333333,8080.1,4424.4,-1,463.1,0.551921245,NA,NA,NA,NA,NA,NA,463.1,464.3,340,22.1320419245,17.9679580755,54.2679580755,55.9679580755,349.6320419245,NA,-117.5679580755,-63.3000000000001
"64",1985-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4444.1,2779.4,5173.6,8073.2,53.727,55.042,52.135,40.656,0.35,0.32,0.02,71.6,41.1,15.6,408.3,11,428.9,313.9,79.5,938.6,17.3,291.1,53.722,521.8160368305,416.6839631695,894.7,1161.5,345.2,45.4,59,285.9,328.5,78.1,83.7,268.5,20.5,5.2,79.8,582.2,108.2,8155.6,4489,-1,466.4,0.551921245,NA,NA,NA,NA,NA,NA,466.4,472.1,345.2,22.6839631695,18.4160368305,55.4160368305,57.1160368305,351.1839631695,NA,-114.8160368305,-59.4
